,Platform,meta_score,meta_UserReview,Year,Publisher,Developer,vg_critic_score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Total_Sales,Action,Action-Adventure,Adventure,Board Game,Education,Fighting,MMO,Misc,Music,Party,Platform,Puzzle,Racing,Role-Playing,Sandbox,Shooter,Simulation,Sports,Strategy,Visual Novel
8417,PS4,63.0,7.1,2015,Sony Computer Entertainment  ,Fun Bits  ,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8418,PS2,63.0,5.4,2005,Namco  ,Blitz Games  ,,0.1,0.08,0.0,0.03,0.21,0.42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8419,GBA,63.0,6.4,2004,Electronic Arts  ,Krome Studios  ,,0.09,0.03,0.0,0.0,0.13,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8420,PS2,63.0,7.7,2004,Bandai  ,Black Ship Games  ,,0.05,0.04,0.0,0.01,0.09,0.19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8421,XB,63.0,1.9,2003,BAM! Entertainment  ,Frontier Developments  ,,0.02,0.01,0.0,0.0,0.03,0.06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8422,PC,63.0,7.1,2003,Capcom  ,Atomic Planet Entertainment  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8423,PS2,63.0,7.4,2002,Ubisoft  ,Red Storm Entertainment  ,,1.42,0.4,0.0,0.12,1.94,3.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8424,PC,63.0,7.8,2002,Sierra Entertainment  ,Mad Doc Software  ,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8425,PS3,63.0,6.2,2009,Natsume  ,Rhino Studios  ,6.0,0.12,0.0,0.08,0.01,0.22,0.43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8426,PC,63.0,5.6,2019,Conifer Games  ,Conifer Games  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8427,PC,63.0,7.3,2010,Activision  ,Bizarre Creations  ,6.2,0.01,0.0,0.0,0.0,0.01,0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8428,PC,63.0,5.2,2016,Ubisoft  ,Unknown  ,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8429,PC,63.0,5.1,2010,Square Enix  ,Double Helix Games  ,,0.05,0.0,0.0,0.0,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8430,PC,63.0,5.6,2004,The Adventure Company  ,Streko-Graphics Inc.  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8431,X360,63.0,6.7,2009,Activision  ,Beenox  ,6.5,0.12,0.03,0.0,0.02,0.17,0.3399999999999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8432,PSP,63.0,7.8,2005,Sony Computer Entertainment  ,Climax Group  ,5.9,0.53,0.0,0.0,0.04,0.57,1.14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8433,PS2,63.0,8.8,2007,Agetec  ,Irem Software Engineering  ,,0.02,0.01,0.0,0.0,0.03,0.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8434,PS4,63.0,6.1,2018,Square Enix  ,Square  ,,0.06,0.12,0.05,0.04,0.28,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8435,NS,63.0,6.7,2018,NIS America  ,Crim  ,7.5,0.02,0.0,0.0,0.0,0.03,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8436,NS,63.0,6.8,2018,SONKA  ,SONKA  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8437,PC,63.0,5.5,2015,Kalypso Media  ,Gaming Minds Studios  ,,0.0,0.05,0.0,0.0,0.06,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8438,PC,63.0,6.7,2012,Missing Link Games  ,Serious Brew  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8439,PS2,63.0,5.3,2006,Myelin Media  ,5000ft  ,,0.04,0.03,0.0,0.01,0.07,0.15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8440,PS2,63.0,8.7,2003,Crave Entertainment  ,Genki  ,,0.35,0.27,0.21,0.09,0.91,1.83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8441,GBA,63.0,5.8,2002,THQ  ,3d6 Games  ,6.5,0.07,0.02,0.0,0.0,0.09,0.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8442,PS2,63.0,3.3,2001,Titus  ,Digital Integration  ,,0.45,0.35,0.0,0.12,0.92,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8443,PS,63.0,8.0,2001,Activision  ,Traveller's Tales  ,,0.05,0.03,0.0,0.01,0.09,0.18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8444,PC,63.0,7.6,2007,Codemasters  ,Mercury Steam / Alchemic Productions  ,6.4,0.0,0.01,0.0,0.0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8445,PSP,63.0,7.8,2006,D3 Publisher  ,Sony Computer Entertainment  ,,0.04,0.0,0.0,0.0,0.04,0.08,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8446,PS3,63.0,7.7,2014,Konami Digital Entertainment  ,Mercury Steam  ,,0.03,0.13,0.02,0.03,0.2,0.41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8447,PC,63.0,4.3,2007,Electronic Arts  ,Tilted Mill Entertainment  ,,0.0,0.02,0.0,0.0,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8448,PSP,63.0,8.4,2009,Tecmo  ,Team Tachyon  ,6.6,0.05,0.01,0.06,0.01,0.12,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8449,PSP,63.0,7.0,2006,Vivendi Games  ,Rebellion Developments  ,,0.06,0.0,0.0,0.0,0.06,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8450,Wii,63.0,7.0,2008,Electronic Arts  ,EA Bright Light  ,,0.96,0.34,0.0,0.13,1.43,2.8600000000000003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8451,PSP,63.0,6.8,2007,Square Enix  ,Unknown  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8452,PS4,63.0,6.2,2017,Sony Interactive Entertainment  ,Gattai Games  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8453,PS4,63.0,6.7,2018,Oasis Games Ltd.  ,Red Accent Studios  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8454,PS4,63.0,6.7,2015,Sony Computer Entertainment  ,Ready at Dawn  ,6.2,0.44,0.86,0.07,0.25,1.62,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8455,NS,63.0,7.3,2020,Deep Silver  , 5 Lives Studios  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8456,PC,63.0,6.3,2005,2K Games  ,FireFly Studios  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8457,PC,63.0,7.7,2005,DreamCatcher Interactive  ,Hydravision Entertainment  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8458,PS2,63.0,6.3,2005,Sony Computer Entertainment  ,SCE San Diego Studio  ,,0.26,0.2,0.0,0.07,0.53,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8459,PS2,63.0,8.2,2003,Acclaim Entertainment  ,Acclaim Studios Austin  ,5.9,0.12,0.09,0.0,0.03,0.24,0.48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8460,PS2,63.0,7.8,2002,Ubisoft  ,Ubisoft  ,6.7,0.29,0.23,0.0,0.08,0.6,1.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8461,PS,63.0,7.1,2000,LucasArts  ,"Luxoflux, Inc.  ",,0.25,0.17,0.0,0.03,0.46,0.91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8462,DC,63.0,8.8,2000,Konami  ,KCET  ,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8463,PS2,63.0,8.4,2004,Eidos Interactive  ,Climax Group  ,,0.11,0.08,0.0,0.03,0.21,0.43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8464,PS2,63.0,6.9,2007,NIS America  ,Unknown  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8465,PS4,63.0,3.6,2019,Beamdog  ,BioWare  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8466,PS4,56.0,5.8,2019,Beamdog  ,BioWare  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8467,PSP,63.0,8.0,2007,Konami  ,Vicious Cycle  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8468,NS,63.0,4.9,2019,Sega  ,Sega  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8469,PC,63.0,5.5,2005,Activision  ,Beenox  ,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8470,PC,63.0,6.7,2011,Telltale Games  ,Telltale Games  ,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8471,DS,63.0,7.2,2006,Bethesda Softworks  ,"Quicksilver Software, Inc.  ",,0.05,0.01,0.0,0.0,0.06,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8472,PS4,63.0,4.4,2020,Motorsport Games  ,704Games  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8473,PS3,63.0,6.3,2014,Bigben Interactive  ,Unknown  ,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8474,XOne,63.0,6.8,2015,Deco Digital  ,Deco Digital  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8475,X360,63.0,5.3,2010,Square Enix  ,IO Interactive  ,6.4,0.2,0.23,0.01,0.05,0.49,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8476,PSP,63.0,8.4,2010,Namco Bandai  ,Dimps Corporation  ,6.0,0.11,0.04,0.09,0.03,0.27,0.54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8477,NS,63.0,5.0,2019,Ysbryd Games  ,Ackk Studios  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8478,X360,63.0,6.4,2007,KOEI  ,Omega Force  ,6.9,0.08,0.01,0.0,0.01,0.09,0.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479,3DS,63.0,5.6,2013,Sega  ,Sumo Digital  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8480,GBA,63.0,7.8,2004,Activision  ,Vicarious Visions  ,,0.49,0.18,0.0,0.01,0.68,1.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8481,PC,63.0,6.6,2003,DreamCatcher Interactive  ,Asylum Entertainment  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8482,PC,63.0,7.4,2003,Atari  ,Reality Pump  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8483,PS2,63.0,8.9,2002,Conspiracy Entertainment  ,Barnhouse Effect  ,5.6,0.52,0.4,0.0,0.14,1.06,2.12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8484,PS2,63.0,6.2,2001,Take-Two Interactive  ,Syscom Entertainment  ,,0.06,0.05,0.0,0.02,0.13,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8485,PS3,63.0,7.3,2011,Disney Interactive Studios  ,High Impact Games  ,6.8,0.15,0.12,0.0,0.05,0.32,0.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8486,PC,63.0,6.1,2020,Paradox Interactive   ,Romero Games  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8487,PC,43.0,4.8,2020,Paradox Interactive   ,Romero Games  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8488,PSP,63.0,7.8,2005,Midway Games  ,Digital Eclipse  ,5.6,0.21,0.0,0.0,0.02,0.24,0.47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8489,PS4,63.0,3.9,2019,Humble Bundle  ,White Paper Games  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8490,PSP,63.0,8.3,2009,LucasArts  ,Savage Entertainment  ,6.0,0.38,0.24,0.0,0.16,0.77,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8491,DS,63.0,7.1,2007,Game Factory  ,DC Studios  ,,0.03,0.01,0.0,0.0,0.05,0.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8492,PSP,63.0,8.6,2011,Xseed Games  ,Nihon Falcom Corporation  ,6.4,0.05,0.0,0.03,0.01,0.09,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8493,PS3,63.0,6.3,2008,Ubisoft  ,Ubisoft Montreal  ,6.0,0.31,0.24,0.01,0.1,0.66,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8494,X360,63.0,6.4,2010,Konami  ,GCP1  ,6.2,0.15,0.02,0.02,0.01,0.2,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8495,PS2,63.0,8.6,2007,EA Sports  ,EA Canada  ,,0.28,0.22,0.0,0.07,0.56,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8496,DS,63.0,7.2,2007,Nintendo  ,Rare Ltd.  ,5.1,1.09,0.04,0.0,0.09,1.22,2.4400000000000004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8497,NS,63.0,7.1,2019,Square Enix  ,Square Enix  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8498,PS4,63.0,6.0,2018,Rising Star Games  ,Supergonk  ,,0.02,0.0,0.0,0.0,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8499,PS3,63.0,6.3,2006,Sony Computer Entertainment  ,SCE San Diego Studio  ,,0.24,0.0,0.01,0.02,0.27,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8500,PC,63.0,7.3,2004,Whiptail Interactive  ,Focus  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8501,PS2,63.0,6.4,2007,Electronic Arts  ,EA Los Angeles  ,,0.0,0.0,0.03,0.0,0.03,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8502,DS,63.0,6.7,2004,Namco  ,Nintendo Software Technology Corporation  ,6.3,0.14,0.0,0.0,0.01,0.15,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8503,PC,63.0,6.5,2013,Unknown  ,Unknown  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8504,PC,63.0,7.6,2013,Activision  ,High Moon Studios  ,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8505,PC,63.0,6.4,2016,GSC Game World  ,GSC Game World  ,,0.0,0.02,0.0,0.0,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8506,PS4,63.0,4.6,2019,Bigben Interactive  ,EKO Software  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8507,X360,63.0,4.9,2009,Ignition Entertainment  ,SNK Playmore Corporation  ,6.4,0.09,0.0,0.01,0.01,0.11,0.2199999999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8508,NS,63.0,6.8,2018,TinyBuild Games  ,Zombie Dynamics  ,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8509,PC,63.0,7.7,2013,Devolver Digital  ,Unknown  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8510,Wii,63.0,7.7,2009,Deep Silver  ,EM Studios  ,,0.04,0.12,0.0,0.02,0.17,0.35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8511,X360,63.0,4.1,2012,Activision  ,Rovio Mobile  ,,0.18,0.05,0.0,0.03,0.26,0.52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8512,X360,63.0,8.0,2009,Conspiracy Entertainment  ,Milestone  ,,0.06,0.14,0.0,0.01,0.21,0.42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8513,XOne,63.0,6.5,2016,505 Games  ,Kunos Simulazioni  ,6.0,0.0,0.01,0.0,0.0,0.02,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8514,XOne,63.0,5.8,2015,Sierra Entertainment  ,Rock Pocket Ltd  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8515,NS,63.0,5.0,2019,Bandai Namco Entertainment  ,Bandai Namco  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8516,PS3,63.0,7.1,2009,Activision  ,Luxoflux Corp.  ,6.5,0.28,0.3,0.0,0.12,0.7,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8517,X360,63.0,6.3,2008,LucasArts  ,Day 1 Studios  ,4.0,0.15,0.14,0.0,0.04,0.33,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8518,PS4,63.0,0.2,2020,Electronic Arts  ,EA Tiburon  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8519,Wii,63.0,6.3,2009,Electronic Arts  ,EA Bright Light  ,6.4,0.7,0.52,0.0,0.13,1.36,2.71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8520,PS4,63.0,7.1,2018,Focus Home Interactive  ,Cyanide  ,,0.07,0.03,0.0,0.02,0.12,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8521,PC,63.0,7.5,2008,DreamCatcher Interactive  ,Phantomery Interactive  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8522,GBA,63.0,6.8,2003,Ubisoft  ,Ubisoft Montreal  ,5.5,0.05,0.02,0.0,0.0,0.07,0.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8523,PS2,63.0,5.7,2002,THQ  ,Metro Graphics  ,,0.12,0.09,0.0,0.03,0.24,0.48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8524,PC,63.0,4.0,2010,JoWood Productions  ,Spellbound Entertainment AG  ,5.8,0.09,0.08,0.0,0.02,0.18,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8525,PS2,63.0,6.7,2004,Crave Entertainment  ,FarSight Studios  ,,0.16,0.12,0.0,0.04,0.33,0.65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8526,PS4,63.0,6.4,2015,Sierra Entertainment  ,Rock Pocket Ltd  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8527,DS,63.0,7.2,2006,Buena Vista  ,Griptonite Games  ,,0.23,0.01,0.0,0.02,0.26,0.52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8528,PS4,63.0,6.7,2015,Nordic Games  ,KING Art Games  ,,0.0,0.06,0.0,0.01,0.07,0.14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8529,PSV,63.0,7.1,2015,Aksys Games  ,Toybox Games  ,,0.04,0.01,0.02,0.01,0.08,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8530,PC,63.0,7.6,2014,Meridian4  ,Rebelmind  ,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8531,PS4,63.0,7.4,2017,Kalypso Media  ,Kite Games  ,,0.05,0.03,0.01,0.02,0.1,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8532,PS4,63.0,6.2,2015,Namco Bandai Games  ,Namco Bandai Games  ,,0.19,0.11,0.0,0.06,0.36,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8533,3DS,63.0,6.5,2015,Tecmo Koei  ,Omega Force  ,,0.0,0.0,0.08,0.0,0.08,0.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8534,3DS,63.0,7.5,2014,Level 5  ,Level 5  ,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8535,PC,63.0,7.0,2011,Unknown  ,Colibri Games  ,,0.0,0.01,0.0,0.0,0.01,0.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8536,PS2,63.0,8.2,2004,Square Enix  ,Cavia Inc.  ,,0.19,0.15,0.26,0.05,0.65,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8537,PS2,63.0,8.1,2003,Ubisoft  ,Ubisoft Montreal  ,,0.17,0.13,0.0,0.05,0.35,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8538,PC,62.0,6.6,2014,Coffee Stain Studios  ,Unknown  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8539,PS3,62.0,6.6,2010,Warner Bros. Interactive  ,Krome Studios  ,,0.07,0.01,0.0,0.01,0.09,0.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8540,PS3,62.0,3.9,2014,Codemasters  ,Codemasters Birmingham  ,,0.07,0.27,0.02,0.06,0.42,0.8400000000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8541,PC,62.0,6.8,2019,Destructive Creations  ,Invader Studios  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8542,PC,62.0,3.2,2007,Paradox Interactive   ,Big Time Software  ,,0.0,0.03,0.0,0.0,0.03,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8543,PS3,62.0,7.2,2009,Ubisoft  ,Transmission Games  ,,0.12,0.02,0.0,0.02,0.16,0.3199999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8544,XB,62.0,7.9,2005,2K Games  ,Pivotal Games  ,,0.08,0.02,0.0,0.0,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8545,PC,62.0,4.2,2020,Trion Worlds  ,Unknown  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8546,XOne,62.0,5.5,2018,2K Games  ,Saber Interactive  ,,0.05,0.0,0.0,0.01,0.06,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8547,3DS,62.0,6.5,2011,Gameloft  ,Gameloft  ,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8548,PC,62.0,6.9,2006,2K Games  ,Gas Powered Games  ,,0.01,0.0,0.0,0.0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8549,PS2,62.0,7.4,2008,Namco Bandai Games  ,Cavia Inc.  ,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8550,XB,62.0,6.9,2004,Atari  ,Human Head Studios  ,,0.09,0.02,0.0,0.0,0.11,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
