,Platform,meta_score,meta_UserReview,Year,Publisher,Developer,vg_critic_score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Total_Sales,Action,Action-Adventure,Adventure,Board Game,Education,Fighting,MMO,Misc,Music,Party,Platform,Puzzle,Racing,Role-Playing,Sandbox,Shooter,Simulation,Sports,Strategy,Visual Novel
1230,PS2,85.0,8.9,2004,Midway Games  ,Nautilus  ,8.1,0.12,0.09,0.0,0.03,0.24,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1231,PSV,85.0,7.8,2014,Cellar Door Games  ,Cellar Door Games  ,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,PC,85.0,7.2,2019,505 Games  ,Remedy  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,PS3,85.0,6.9,2009,EA Sports  ,EA Tiburon  ,8.5,2.03,0.13,0.0,0.21,2.37,4.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1234,PSP,85.0,8.6,2007,Sony Computer Entertainment  ,SCEA Bend Studio  ,8.4,0.25,0.12,0.0,0.09,0.46,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1235,PC,85.0,8.3,2010,Sega  ,Sports Interactive  ,8.9,0.0,1.01,0.0,0.24,1.26,2.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1236,PC,85.0,8.5,2013,Microsoft Studios  ,Humble Hearts  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1237,XB,85.0,7.6,2004,EA Sports  ,EA Canada  ,,0.81,0.05,0.0,0.04,0.9,1.8000000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1238,PS2,85.0,7.6,2003,EA Sports  ,EA Black Box  ,,0.47,0.37,0.0,0.12,0.97,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1239,PS2,85.0,7.5,2001,Sega  ,Visual Concepts  ,,0.44,0.34,0.0,0.11,0.89,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1240,PC,85.0,8.6,2014,Ubisoft  ,Obsidian Entertainment  ,,0.07,0.1,0.0,0.02,0.19,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1241,PC,85.0,8.8,2001,Electronic Arts  ,DreamWorks Interactive  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1242,PS3,85.0,6.9,2012,Ubisoft  ,Ubisoft Montreal  ,8.8,2.65,2.61,0.16,1.08,6.5,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,GBA,85.0,8.9,2005,Nintendo  ,Intelligent Systems  ,8.4,0.42,0.16,0.3,0.02,0.89,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1244,XOne,85.0,7.0,2014,Electronic Arts  ,BioWare Edmonton  ,,0.63,0.27,0.0,0.09,0.99,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1245,PC,85.0,7.8,2012,Namco Bandai Games  ,From Software  ,,0.0,0.06,0.0,0.0,0.07,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1246,WiiU,85.0,7.1,2012,2K Sports  ,Visual Concepts  ,7.6,0.08,0.04,0.0,0.01,0.14,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1247,PC,85.0,8.5,2016,Daedalic Entertainment  ,Mimimi Productions  ,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1248,PC,85.0,8.8,2007,Sega  ,The Creative Assembly  ,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1249,PS3,85.0,7.7,2008,Activision  ,Treyarch  ,8.4,2.75,1.84,0.0,0.84,5.43,10.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1250,PC,85.0,8.6,2020,Bandai Namco Entertainment  ,Bandai Namco Games  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1251,PS5,85.0,7.4,2020,Digital Extremes  ,Digital Extremes  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1252,XOne,85.0,7.2,2020,Frontier Developments  ,Frontier Developments  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1253,XOne,85.0,8.1,2019,Private Division  ,Obsidian Entertainment  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1254,PS4,85.0,7.3,2016,Konami Digital Entertainment  ,PES Productions  ,,0.08,0.41,0.18,0.09,0.75,1.5099999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1255,PC,85.0,8.0,2014,Yacht Club Games  ,Yacht Club Games  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1256,PS3,85.0,8.4,2014,Square Enix  ,Square Enix  ,,0.43,0.39,0.32,0.16,1.3,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1257,PS2,85.0,7.6,2004,Capcom  ,Clover Studio  ,,0.1,0.08,0.0,0.03,0.21,0.42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,XB,85.0,8.4,2003,Activision  ,Neversoft Entertainment  ,,0.85,0.37,0.0,0.05,1.27,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1259,PS2,85.0,8.9,2003,THQ  ,Yuke's  ,,1.32,1.06,0.04,0.38,2.8,5.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,GBA,85.0,7.0,2002,Activision  ,Vicarious Visions  ,,0.41,0.15,0.0,0.01,0.57,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1261,PS2,85.0,8.0,2002,Sony Computer Entertainment  ,Clap Hanz  ,,0.99,0.32,1.38,0.2,2.89,5.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1262,PC,85.0,7.7,2001,Atari  ,Deep Red Games  ,,0.0,0.01,0.0,0.0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1263,PS,85.0,7.0,2000,EA Sports  ,EA Canada  ,,0.18,0.12,0.0,0.02,0.32,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1264,PC,85.0,8.3,2005,Atari  ,Quantic Dream  ,,0.0,0.02,0.0,0.0,0.02,0.04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,PC,85.0,8.0,2005,Ubisoft  ,Ubisoft Montreal  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,X360,85.0,7.1,2011,Capcom  ,Capcom  ,8.4,0.79,0.18,0.03,0.08,1.07,2.1500000000000004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,PC,85.0,8.4,2014,Kunos Simulazioni  ,Kunos Simulazioni  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1268,PC,85.0,8.7,2009,Amanita Design  ,Amanita Design  ,8.0,0.0,0.09,0.0,0.02,0.11,0.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,PS4,85.0,7.9,2020,Sony Interactive Entertainment  ,Team Ninja  ,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,PC,85.0,7.5,2011,Matrix Games   ,Mode 7 Games  ,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1271,PS2,85.0,8.2,2004,Sony Online Entertainment  ,Snowblind Studios  ,8.5,0.63,0.49,0.0,0.16,1.28,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1272,XOne,85.0,7.9,2016,Codemasters  ,Codemasters  ,,0.09,0.12,0.0,0.02,0.22,0.4499999999999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1273,PC,85.0,8.2,2014,Sega  ,Sega  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1274,PC,85.0,8.9,2003,Microsoft Game Studios  ,Digital Anvil  ,,0.02,0.03,0.0,0.0,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1275,X360,85.0,6.9,2009,Activision  ,Neversoft Entertainment  ,9.0,0.65,0.37,0.0,0.11,1.13,2.26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1276,GBA,85.0,8.4,2005,Square Enix  ,Square Enix  ,8.6,0.27,0.1,0.22,0.01,0.61,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1277,PC,85.0,8.4,2017,Image & Form Games  ,Image & Form Games  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1278,Wii,85.0,8.0,2007,Nintendo  ,Intelligent Systems  ,8.5,1.95,0.87,0.59,0.32,3.73,7.459999999999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1279,PC,85.0,8.6,2015,Capcom  ,Digital Eclipse Software  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1280,N64,85.0,8.5,1998,LucasArts  ,Factor 5  ,9.0,1.6,0.46,0.08,0.03,2.17,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1281,NS,85.0,8.1,2020,Sega  ,Two Point Studio  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1282,PC,85.0,6.0,2008,Ubisoft  ,Ubisoft Montreal  ,8.4,0.01,0.45,0.0,0.02,0.48,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1283,DS,85.0,8.5,2008,Nintendo  ,Level 5  ,8.7,1.21,2.44,1.03,0.51,5.2,10.39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,PC,85.0,8.7,2008,Invisible Handlebar   ,BestGameEver.com  ,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1285,XOne,85.0,6.7,2019,Square Enix  ,Square Enix  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1286,DS,85.0,8.3,2004,Nintendo  ,Nintendo EAD  ,8.6,0.01,0.0,1.25,0.0,1.26,2.52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1287,X360,85.0,7.7,2006,Capcom  ,Capcom Production Studio 1  ,8.4,1.16,0.65,0.08,0.2,2.09,4.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,PS4,85.0,6.9,2017,Sony Interactive Entertainment  ,SIE San Diego Studio  ,,0.94,0.0,0.0,0.22,1.16,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1289,PC,85.0,7.9,2014,The Behemoth  ,The Behemoth  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1290,PC,85.0,7.4,2018,Namco Bandai Games  ,Arc System Works  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,PS4,85.0,5.0,2017,Activision  ,Bungie  ,,1.92,1.44,0.1,0.69,4.14,8.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1292,3DS,85.0,8.2,2011,Nintendo  ,Nintendo EAD / Retro Studios  ,8.2,6.03,5.35,3.0,1.11,15.49,30.98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1293,XB,85.0,8.1,2005,Ubisoft  ,Ubisoft Montreal  ,,0.33,0.22,0.0,0.03,0.58,1.16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,XOne,85.0,7.9,2014,Microsoft Studios  ,343 Industries  ,,2.06,1.04,0.03,0.31,3.44,6.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1295,PS3,85.0,7.5,2010,EA Sports  ,EA Tiburon  ,8.5,0.79,0.0,0.0,0.06,0.85,1.7000000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1296,PC,85.0,7.3,2005,EA Sports  ,EA Canada  ,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1297,X360,85.0,4.3,2014,Atlus  ,Arc System Works  ,,0.07,0.01,0.0,0.01,0.09,0.18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,WiiU,85.0,7.7,2012,THQ  ,Vigil Games  ,8.2,0.07,0.07,0.0,0.01,0.16,0.31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,Wii,85.0,8.1,2009,Activision  ,BudCat Creations  ,8.9,0.4,0.43,0.0,0.1,0.93,1.86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1300,NS,85.0,8.4,2020,Nintendo  ,Nintendo  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1301,NS,85.0,8.3,2021,Serenity Forge  ,Team Salvato  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1302,XB,85.0,7.6,2003,EA Sports  ,EA Tiburon  ,,0.18,0.05,0.0,0.01,0.23,0.47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1303,PS2,85.0,8.7,2002,Konami  ,Konami Computer Entertainment Tokyo  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1304,PS2,85.0,8.5,2001,EA Sports  ,EA Tiburon  ,,0.57,0.44,0.0,0.15,1.16,2.32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1305,PS2,85.0,8.2,2000,EA Sports  ,EA Canada  ,,0.47,0.37,0.0,0.12,0.96,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1306,PC,85.0,8.3,2003,Bethesda Softworks  ,Bethesda Softworks  ,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1307,Wii,85.0,8.0,2008,Electronic Arts  ,EA Los Angeles  ,8.6,0.71,0.38,0.0,0.12,1.21,2.42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1308,X360,85.0,7.0,2007,EA Sports  ,EA Tiburon  ,8.7,2.18,0.01,0.0,0.18,2.37,4.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1309,XOne,85.0,6.0,2015,Konami Digital Entertainment  ,PES Productions  ,,0.05,0.06,0.0,0.01,0.12,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1310,PS3,85.0,6.6,2008,Ubisoft  ,Ubisoft Montreal  ,8.4,0.43,0.69,0.01,0.26,1.38,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1311,PC,85.0,7.9,2013,Cellar Door Games  ,Unknown  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1312,NS,85.0,8.3,2019,Square Enix  ,Square Enix  ,,0.0,0.0,0.14,0.0,0.14,0.28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,PS3,85.0,8.1,2010,Konami  ,Mercury Steam  ,8.1,0.5,0.37,0.1,0.15,1.11,2.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1314,PS3,85.0,7.3,2007,Sega  ,Sega-AM2  ,8.7,0.29,0.52,0.08,0.2,1.08,2.17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,PC,85.0,8.3,2005,Eidos Interactive  ,Ion Storm  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1316,NS,85.0,8.1,2018,Asymmetric  ,Asymmetric Publications  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,X360,85.0,7.6,2012,THQ  ,Yukie's Osaka  ,,0.72,0.2,0.0,0.08,1.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,PS3,85.0,8.4,2014,Ubisoft  ,Obsidian Entertainment  ,,0.44,0.36,0.0,0.16,0.97,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1319,PS4,85.0,7.7,2014,Cellar Door Games  ,Cellar Door Games  ,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,PS3,85.0,8.6,2013,505 Games  ,Starbreeze Studios  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321,PC,85.0,5.7,2013,Sega  ,Sports Interactive  ,8.4,0.0,0.62,0.0,0.04,0.66,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1322,XOne,85.0,6.5,2019,Paradox Interactive   ,Triumph Studios  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1323,PC,85.0,7.3,2004,Sony Online Entertainment  ,Sony Online Entertainment  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1324,PS2,85.0,8.6,2003,Electronic Arts  ,"Hypnos Entertainment, Inc.  ",8.4,1.5,1.28,0.05,0.46,3.28,6.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,PC,85.0,6.8,2000,EA Sports  ,EA Canada  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1326,XB,85.0,8.3,2004,EA Sports  ,EA Canada  ,,0.51,0.15,0.0,0.02,0.68,1.36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,PC,85.0,8.6,2013,2K Games  ,Unknown  ,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,XB,85.0,8.2,2005,Rockstar Games  ,Rockstar Toronto  ,,0.21,0.06,0.0,0.01,0.28,0.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,X360,85.0,8.0,2009,THQ  ,Volition Inc.  ,8.4,0.48,0.29,0.01,0.09,0.87,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1330,PS4,85.0,7.4,2014,Sierra Entertainment  ,Lucid Games  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1331,PS4,85.0,8.1,2018,Sega  ,Sega  ,,0.1,0.03,0.08,0.03,0.25,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1332,DS,85.0,8.4,2008,Square Enix  ,Matrix Software  ,8.5,0.51,0.04,0.62,0.05,1.21,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1333,NS,85.0,7.9,2019,Spike Chunsoft  ,5pb. Inc.  ,,0.0,0.0,0.02,0.0,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1334,NS,85.0,8.0,2018,Merge Games  ,Red Hook Studios  ,,0.02,0.01,0.0,0.0,0.03,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1335,NS,85.0,8.3,2017,Atooi  ,Atooi  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1336,NS,85.0,8.0,2017,Plug In Digital  ,Flying Oak  ,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1337,PC,85.0,7.6,2019,Sega  ,Creative Assembly  ,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1338,X360,85.0,7.5,2006,Vivendi Games  ,Day 1 Studios  ,8.6,0.28,0.03,0.0,0.03,0.34,0.6800000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1339,PS4,85.0,7.7,2014,Ubisoft  ,Ubisoft Montreal  ,8.4,1.18,2.14,0.11,0.63,4.06,8.120000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1340,PS2,85.0,8.6,2003,Electronic Arts  ,EA Black Box  ,8.6,3.27,2.83,0.08,1.02,7.2,14.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1341,PC,85.0,8.6,2002,Take-Two Interactive  ,Croteam  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1342,PC,85.0,7.8,2001,Electronic Arts  ,Maxis  ,,1.81,0.0,0.0,0.0,1.82,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1343,PC,85.0,8.1,2000,Electronic Arts  ,Rogue Entertainment  ,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,N64,85.0,8.2,1997,Acclaim Entertainment  ,Iguana Entertainment  ,8.9,1.14,0.32,0.05,0.0,1.51,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1345,N64,85.0,8.2,1997,Acclaim Entertainment  ,Iguana Entertainment  ,,0.0,0.0,0.05,0.0,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1346,DS,85.0,8.5,2008,Konami  ,Konami  ,8.2,0.27,0.03,0.04,0.03,0.37,0.74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1347,XOne,85.0,4.9,2017,Microsoft Studios  ,PUBG Corporation  ,,1.29,0.69,0.0,0.2,2.17,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1348,WiiU,85.0,8.7,2014,WayForward Technologies  ,WayForward Technologies  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1349,PS3,85.0,7.4,2008,Ubisoft  ,Ubisoft Montreal  ,8.3,0.47,0.41,0.03,0.17,1.07,2.15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,PS4,85.0,8.0,2018,Perp Games  ,Polyarc  ,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,PS3,85.0,8.0,2008,2K Games  ,Firaxis Games  ,8.4,0.49,0.19,0.01,0.09,0.78,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1352,XB,85.0,7.8,2004,Sega  ,Visual Concepts  ,,0.88,0.04,0.0,0.04,0.95,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1353,XOne,85.0,7.9,2018,FDG Entertainment  ,Game Atelier  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1354,PS2,85.0,8.6,2003,Konami  ,Team Silent  ,8.4,0.35,0.27,0.0,0.09,0.71,1.42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,PSV,85.0,8.0,2013,505 Games  ,Engine Software  ,,0.0,0.01,0.09,0.0,0.1,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1356,PC,85.0,8.2,2019,Annapurna Interactive  ,Mobius Digital  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1357,XOne,85.0,5.5,2019,Ubisoft  ,Ubisoft  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1358,PS4,85.0,8.1,2014,Square Enix  ,Crystal Dynamics  ,,0.47,0.74,0.06,0.23,1.51,3.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,XOne,85.0,1.8,2017,2K Sports  ,Visual Concepts  ,7.7,1.67,0.14,0.0,0.21,2.02,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1360,PS4,85.0,8.2,2017,Kalypso Media  ,Mimimi Productions  ,,0.02,0.01,0.0,0.01,0.04,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1361,PS4,85.0,6.9,2016,Team Meat  ,Team Meat  ,,0.0,0.0,0.0,0.0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1362,PS4,85.0,7.9,2017,Supergiant Games  ,Supergiant Games  ,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1363,PC,85.0,7.8,2004,Activision  ,Neversoft Entertainment  ,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
